fname,dialogue,summary,topic
train_7582,"#person1#: 안녕하세요. 다시 만나서 반갑습니다, 해로우 여사님, 오늘도 손자에게 돈을 보내시려고 하시나요? #person2#: 오늘은 외화로 결제하는 방법에 대해 알아보려고 왔습니다. 여기서 그런 거 가능하죠? #person1#: 네, 물론입니다. 무엇을 알고 싶으신가요? #person2#: 제 조카가 '타이밍 디파짓'이라는 것에 대해 말해줬는데요? #person1#: t--m-e, tme depost,  정기예금을 말씀하시는 거군요. 5가지  중에서 선택하실 수 있습니다. #person2#: 2년으로 해주세요. 이 돈을  싶습니다...",해로우 여사님은 외화로 결제하는 방법과 정기예금에 대해 알아보기 위해 #person1#에게 찾아왔습니다.,정기예금
train_7583,"#person1#: 당신이 가지고 있는 차는 어떤 종류인가요? #person2#: 오래된 차입니다. #person1#: 연식이 오래된건 알고 있는데, 어떤 브랜드인가요? #person2#: 쉐보레입니다. 왜 그러세요? 차 사업을 시작하시려구요? #person1#: 그런 건 아니에요. 제 사촌이 해외로 일하러 가는데 차를 가져갈 수 없어서, 싸게 팔려고 합니다. 거의 새 차입니다. #person2#: 음, 저도 좀 더 새로운 차를 구입하려고 생각 중이었어요. 새 차는  힘들지만요. #person1#: 제 사촌의 차를 한 번 봐보시겠어요? #person2#: 그건 4도어인가요, 아니면 2도어인가요? #person1#:  지붕이 있는 쿠페입니다. #person2#:  변속기가 있나요? #person1#: 네, 그리고  스티어링,  브레이크, 에어컨도 있습니다. #person2#: 그럼 한 번 살펴봐야겠네요.","#person2#는 오래된 chevrolet를 가지고 있습니다. #person1#의 사촌이 차를 팔려고 합니다. #person2#는 차에 대한 몇 가지 세부 사항을 물어보고, 차를 보려고 고려 중입니다.",차 구매
train_7584,"#person1#: 안녕하세요, 장 씨와 통화하고 싶습니다. #person2#: 제가 장 씨입니다. #person1#: 아, 장 씨, 만나서 반갑습니다. 저는 메리입니다, 베이징의  씨로부터 선물을 가져왔습니다. #person2#: 아, 감사합니다. #person1#:  씨가 장 씨가 창춘에 오신다고 말씀하셨습니다. 내일 호텔에서 만나도 될까요? #person2#: 네, 괜찮습니다. 오후 두 시로 하겠습니다. #person1#: 좋습니다. 그럼 내일 오후 두 시에 호텔에서 만나요. #person2#: 알겠습니다. #person1#: 어떻게 가야 하나요? #person2#: 호텔은   근처에 있습니다. 이름은  호텔입니다. #person1#: 방 번호는 어떻게 되나요? #person2#: 3층의 302호입니다. 하지만 로비에서 기다리고 있을 테니, 저를 찾지 못하면 저를 호출해주세요. #person1#: 그렇게 하겠습니다, 장 씨, 내일 뵙겠습니다. #person2#: 내일 뵙겠습니다!",메리는 베이징의  씨로부터 선물을 전달하기 위해 장 씨에게 전화를 합니다. 그들은 내일 오후 두 시에  호텔 로비에서 만날 예정입니다.,전화 대화
train_7585,"#person1#: 보세요, 이건 일러스트레이터로부터 받은 매우 특별한 명함이에요. 제  모음을 볼 때마다 이 명함이 눈에 띄어요. 정말 눈길을  명함이죠. #person2#: 와, 정말 멋지네요. 그의 이름을 표시한 글꼴과 색상이 좋아요. 창의적이면서도 개인적인 느낌이 들어요. #person1#: 네, 대담한 디자인이죠. 사람들은 그가 명함만큼 인상적인 일러스트를 만들 수 있다고 믿을 거예요. 정부나 다른 큰  및  기관들이 사용하는 평범하고 표준적인 명함들과는 확연히 차별화되죠. #person2#: 동감이에요. 명함은 개인 사업을 홍보하는 데 아주 좋은 도구죠. 놀라운 명함을 디자인하는 데 그렇게 많은 시간이 걸리지 않지만, 사람들 사이에서 큰 차이를 만들 수 있어요. 그리고 항상 여러분의 컬렉션에서 눈에  될 거예요. 왜냐하면 그들은 뚜렷한 색상, 독특한 디자인을 가지고 있고, 크기도 항상 주류의 명함에 따르지 않으니까요. 저도 이런 명함을 가지고 싶네요. 하지만 당연히 우리 회사에는 모든 직원이 따라야 하는  기업 디자인이 있겠죠.",#person1#은 #person2#에게 특별한 명함을 보여줍니다. #person2#는 명함이 개인 사업을 홍보하는 데 아주 좋은 도구라고 생각합니다.,명함
train_7586,"#person1#: 커피 한 잔 어떠세요? #person2#: 네, 좋은데요. 저는 먼저 오렌지 주스를 마실 것 같아요. #person1#: 먹고 싶은 것이 있나요? #person2#: 음, 팬케이크를 한 번 시도해  생각 중이에요. 당신은요? #person1#: 좋네요. 그게 바로 제가 먹고 싶었던 것이에요.","#person1#은 커피와 팬케이크를 주문하고, #person2#는 오렌지 주스와 팬케이크를 주문합니다.",음식 주문
train_7587,#person1#: 그 식당에 대해 어떻게 생각하세요? #person2#: 그다지 좋지는 않았습니다. #person1#: 가장 마음에 들지 않았던 것은 무엇이었나요? #person2#: 모든게 잘 조화되자 않았어요. 그들은 잘 준비된 것 같지 않았어요. #person1#: 음식은 어떤가요? 좋았나요? #person2#: 음식에 그다지 감동받지 못했습니다. #person1#: 서비스가 좋았으면 더 좋았을 텐데. #person2#: 서비스는 상황을 도와주지 못했습니다. #person1#: 다시 가고 싶은 식당인가요? #person2#: 이 식당을 다시 가보고 싶은 생각은 없습니다.,#person2#는 #person1#에게 식당에 만족하지 않았으며 다시 가고 싶지 않다고 말합니다.,식당
train_7588,"#person1#:   호텔입니다. 어떻게 도와드릴까요? #person2#: 네, 제 아내와 저를 위한 방을 예약하고 싶습니다. #person1#: 물론입니다, 선생님. 도착하시는 날짜와 떠나시는 날짜를 알려주실 수 있으신가요? #person2#: 다음 주 화요일에 도착해서 이틀 동안 머무를 예정입니다. #person1#: 공원을 바라볼 수 있는 더블룸을 준비해드릴 수 있습니다. 괜찮으신가요? #person2#: 네, 좋습니다. 방 가격은 얼마인가요? #person1#: 하루에 95파운드입니다. 더블룸에는 욕실이 있으며, 냉장고, 커피 메이커, 텔레비전이 갖춰져 있습니다. #person2#: 욕실에는 욕조가 있나요, 아니면 샤워실이 있나요? #person1#: 우리 호텔의 모든 욕실에는 샤워기가   사이즈 욕조가 있습니다. #person2#: 방에 인터넷 연결이 가능한가요? #person1#: 네, 모든 객실에는 무료  인터넷이 제공됩니다. #person2#: 훌륭합니다. 호텔에서 아침 식사를 제공하나요? #person1#: 네, 가격에는 아침 식사가 포함되어 있습니다. 손님들은  잉글리시 브렉퍼스트 혹은 컨티넨탈 브렉퍼스트 중 선택하실 수 있습니다. #person2#: 좋습니다. 방을 예약할 수 있을까요? #person1#: 물론입니다, 선생님.",#person2#는 아내와 함께 이틀 동안 머무를 방을 예약하기 위해 #person1#에게 전화를 합니다. #person2#는 방에 대한 몇 가지 세부 사항을 묻고 방을 예약합니다.,호텔 방 예약
train_7589,"#person1#: 원하는 것이 있다면  없이 가져가세요. #person2#: 네, 감사합니다. 이미 원하는만큼 즐기고있어요. #person1#: 이 요리 맛이 훌륭해요. 조금 매운데 한번 맛보시겠어요? 정말 맛있습니다. #person2#: 저는  음식을 좋아합니다, 특히  요리를. #person1#: 맥주 한  더 드릴까요? #person2#: 맥주 한 잔 더 부탁드릴게요. 혼자 마시는 것을 좋아하지 않아요, 특히 옆에 누군가 앉아 있을 때는요. #person1#: 자, 주말이니까요. 맛보고 즐겨봅시다. 건배! #person2#: 건배! 그리고 맞아요. 이 식사는 정말 놀랍습니다. 이 식당을 미리 알았더라면 좋았을텐데. 데려와줘서 고마워요. 다시 방문해야겠어요.",#person1#이 #person2#를 식당에 데려갑니다. 그들은 맥주를 마시고 식사를 즐깁니다. #person2#는 식당을 좋아합니다.,친구들 사이의 식사
train_7590,"#person1#: 오, 린다, 미국에서 공부하러 가게 돼서 정말 신나겠어. #person2#: 오, 그래. 나는 항상 미국에 가고 싶었어. 새로운 사람들을 만나고 새로운 친구들을 사귀는 것을 좋아해. #person1#: 그럼, 분명히 그럴 거야. #person2#: 그런데, 한 가지 걱정이 있어. #person1#: 무슨 문제야? #person2#: 내가 호스트 가족을 위해 요리를 해야 하는데, 그 부분이 좀 걱정이야. 알잖아, 계약서에 그렇게 적혀 있거든.","린다는 미국에서 공부하는 것에 대해 흥분하고 있지만, 호스트 가족을 위해 요리를 해야 한다는  대해 걱정하고 있다.",린다와의 대화
train_7591,"#person1#: 이 교수님,  용품을 어디서 살 수 있는지 아세요? #person2#: 어떤 용도로요? 그림 그리려고 하시는 건가요? #person1#: 아니요. 저는 그림을 못 그려요. 제 조카를 위해  거예요. 그녀는 그림 그리는 것에 열중하고 있어요. #person2#: 오, 좋네요. 조카분이 나이가 어떻게되나요? #person1#: 그녀는 8살이에요. 사실, 생일 선물로 좋은   세트를 사려고 해요. #person2#: 그건 현명한 선택이에요. 미술은 아이에게 많은 도움이 될 거예요.",#person1#은  된 조카의 생일 선물로  용품을 사려고 이 교수님에게 어디서 살 수 있는지 물어봤다.,미술 용품 구매
train_7592,"#person1#: 실례합니다. 이 버스는 천안문 광장을 지나가나요? #person2#: 네, 그렇습니다. #person1#: 어느 정류장에서 내려야 하나요? #person2#: 천안문 광장에 정류장이 있습니다. 버스에서는 영어와 중국어로 정류장이 안내됩니다. 내릴 정류장이 다가오면,  근처의 빨간 버튼을 누르시면 됩니다. #person1#: 알겠습니다, 감사합니다.",#person1#은 #person2#에게 이 버스가 천안문 광장을 지나가는지와 내리는 방법에 대해 물어봅니다.,버스에서의 대화
train_7593,"#person1#: 당신의 아내는 일을 하나요? #person2#: 네, 그렇습니다. 그녀는 집에서 일을 합니다. #person1#: 아, 이해했습니다. 그녀가 요리하고 청소하고 아이들을 돌보는 건가요? #person2#: 아, 아니요. 주로 제가 이런 일들을 합니다. 그녀는 작가입니다. #person1#: 정말로 공처가시군요.","#person2#는 #person1#에게 그의 아내가 작가이며 집에서 일을 하고, #person2#가 모든 가사일을 한다고 말한다.",아내에 대한 대화
train_7594,"#person1#: 이 회사에 얼마나 오래 있었나요? #person2#: 대학을 졸업한 후 2년 전에 왔습니다. 이것이 제 첫 직장입니다. #person1#: 회사에서 일하는 것과 대학에서 공부하는 것 사이에 많은 차이를 느꼈을 것입니다. #person2#: 물론이죠! 매일매일 마감일이 있습니다. 상사들이 항상 나를 지켜보고 테스트하고, 대학에서처럼 몇 달 후에 과제를 제출하고 일정에 따라 시험을 보는 것이 아닙니다. 정말 바쁩니다. 하지만 어쨌든, 저는 좋은 직원이  위해 최선을 다하고 있습니다. #person1#: 잘 적응하신 것 같네요. 우리 사무실의 모든 사람들이 지난 2년 동안 큰 발전을 이루었다고 생각합니다. 비결이 무엇인가요? #person2#: 이런 말을 듣는 것은 정말로 격려가 됩니다. 비결은 계획을 세우는 것입니다. 당신의 목표를 적어보세요, 단기적이든 장기적이든 그리고 일주일이나 한 달에 대한 세부 계획을 세우세요. 그리고 그저 꾸준히 열심히 일하세요.",#person2#는 이 회사에 2년 동안 있었고 #person1#에게 일하는 것과 공부하는 것의 차이를 말해줍니다. #person2#의 발전 비결은 계획을 세우는 것입니다.,동료들 사이의 대화
train_7595,"#person1#: 안녕, 나타샤, 어떻게 지내? #person2#: 잘 지내. 우리 가족이 나를 보러 왔어. #person1#: 오, 너 정말 행복해 보여. 네 가족은 몇 명이야? #person2#: 나의  가족은 꽤 규모가 큰 편이야. 엄마, 아빠, 두 명의  여동생 그리고 나야. #person1#: 나는 가족이  없어. 부모님,  그리고 나야. #person2#: 너가 가족 중에 유일한 자식인 줄 알았어. 중국에서는 1980년대   정책을 실시하지 않았나? #person1#: 그랬어. 하지만 내 부모님은  민족이야.   가족이 두 아이를 가질 수 있는  정책이 있어. #person2#: 흥미롭네. 너는 한 아이만 있는 가족에 대해 어떻게 생각해? #person1#: 그 아이는 정말로 외로울 거야. 나의 동생은 나보다 10살 어려. 그가 태어나기 전에 나는 유일한 자식이었고, 언젠가 동생이 생기길 항상 꿈꿔왔어. #person2#: 너희들은 잘 지내? #person1#: 그래, 우리는 매우 친해. 그는 12살이고 매우 똑똑해. 그는 항상 우리를 많이 웃게 해. #person2#: 너는 그런 좋은 가족을 가진 것이 정말 행운이야. #person1#: 고마워.","나타샤는 #person1#에게 그녀의 가족이 그녀를 보러 왔다고 말한다. 그 후 그들은 각자의 가족에 대해 이야기한다. 나타샤의  가족은 매우 크다. #person1#의 가족은 작고, 12살인 동생이 있다.","나타샤는 #Person1#에게 그녀의 가족이 그녀를 보러 왔다고 말한다. 그 후 그들은 각자의 가족에 대해 이야기한다. 나타샤의 직계 가족은 매우 크다. #Person1#의 가족은 작고, 12살인 동생이 있다."
train_7596,"#person1#: 나는 이번 오후에  가게에 가서 내 웨딩드레스를 입어볼 거야. #person2#: 세상에, 진짜 신나겠다! #person1#: 나랑 같이 가서 내가 어떤 것을 선택해야 할지 도와줄래? #person2#: 그럼, 나도 가야지. 어떻게 그런 걸 놓칠 수 있겠어? #person1#: 좋아. 나는 거울을 보면 너무 긴장할 것 같아! #person2#: 아, 그런 걱정하지 마. 너는 분명 가장 사랑스러운 신부가 될 거야!",#person1#은 이번 오후에 웨딩드레스를 입어볼 예정이다. #person2#는 그녀와 함께 갈 것이다.,웨딩드레스 입어보기 
train_7597,"#person1#: 여기 너무 조용하네요. 이 곳이 좋아요. #person2#: 저도요. #person1#: 저는 도시의 시끄러운 소음을 참을 수 없어요. #person2#: 네, 가끔 밤에 잠을 잘 못 이루곤 해요. #person1#: 여기 더 오래 머물 수 있으면 좋겠어요. #person2#: 휴가 언제 끝나나요? #person1#: 모레요. #person2#: 내일 돌아가시는 거죠? #person1#: 네, 맞아요.",#person1#와 #person2#는 조용한 휴가를 즐기고 있습니다. #person1#은 내일 돌아갑니다.,휴가 끝
train_7598,"#person1#: 어제 나랑 같이 있었다는 것을 증명해 줄 수 있나요? #person2#: 왜 그래야 하죠? #person1#: 제 신원을 의심받고 있어요. 회사에서 누군가가 강도를 당했는데, 제게 명확한 알리바이가 없다면, 저는 용의자가 돼요. #person2#: 이런, 제가 누구에게 말해야 하죠? #person1#: 제 고용주에게요. 내일 사무실에 와 주실 수 있나요? #person2#: 물론이죠. 우리가 여기로 온 비행기의 탑승권을 어딘가에 아직  있는 것 같아요. #person1#: 그게 진짜 증거가 될 거예요. 우리가 비행기에  위해 신분증을 보여야 했던 거 아니었나요? #person2#: 911 이후로 모든 항공사가 승객들에게 탑승 시 신분증을 보여달라고 요구하는 것 같아요.",#person1#은 알리바이가 필요하여 #person2#에게 증명을 요청합니다. #person2#는 사무실에 찾아가 탑승권을 가져올 것입니다.,알리바이 필요
train_7599,"#person1#: 이거 봐, 할리우드  소개야. #person2#: 진부한 주제야! #person1#: 뭐? 할리우드에 대해 얼마나 알고 있어? #person2#: 거의 모든 것을 알고 있어. #person1#: 너는 자랑만 가득하네. 질문과 답변으로 너를 시험해볼 수 있어. 할리우드는 무엇이고, 어디에 위치해 있으며, 그 기능은 무엇이야? #person2#: 너무 쉬운 질문이야. 잘 들어. 할리우드는 세계의 영화 수도야. 그곳은 남부 캘리포니아에 위치해 있어. 많은 영화들이 그곳에서 제작되었고, 종류는 자주 바뀌었어. #person1#: 나쁘지 않아. 1930년대 초반부터 중반까지 어떤 종류의 영화를 제작했어? #person2#: 갱스터 영화.  영화 관객들은 그것을 보면서 범죄에 연루된 사람들과 그들의  행위를 볼 수 있었어. #person1#: 음. 그 다음에는 무엇이 나왔어? #person2#: 그런 폭력성 이후에 사람들은 웃음이 필요했기 때문에, 1940년대 중반부터 후반까지 많은  영화들이 범죄를 해결하는 경찰에 대한 영화들이 만들어졌어. 그리고 뮤지컬이 나왔지. #person1#: 꽤 좋아. 계속 해봐. #person2#: 그래. 1950년대 중반에 이르러서, 이런 가벼운 장르는 더 심각한 주제에 대한 영화와 경쟁하게 되었어. 그 모든  동안 발견될 수 있는 한 가지 종류가 있었는데, 그것은, 음, 그것은... #person1#: 미국의 카우보이, 인디언, 초기 정착민에 대한  영화. #person2#: 이런. #person1#: 1960년대 초반부터는 무서운, 비정상적인 상황에 직면한 사람들에 대한 공포 영화와 실제로 발생한 사건에 대한 다큐멘터리와 같은 심각한 영화, 그리고 가능한 미래와 미래의 세계에 대한 공상과학 영화가 있어. 일부 사람들은 사람들이 가지고 있는 일상적인 문제에 대한  드라마를 보는 것을 즐겼어. #person2#: 더 있어? #person1#: 물론, 영화 목록은 애니메이션 영화 없이는 완벽하지 않을 거야. 이것들은 특히 어린이들 사이에서 인기가 많아.",#person2#는 #person1#에게 할리우드에 대해 거의 모든 것을 알고 있다고 말한다. 그런 다음 #person1#는 질문과 답변으로 #person2#를 검사한다. #person2#는 할리우드와 할리우드가 다른 시기에 제작하는 영화에 대한 기본 정보를 소개한다. #person1#는 #person2#가 답변을 추가하는 데 도움을 준다.,할리우드
train_7600,#person1#: 6월 19일은 제 생일입니다. 작은 파티를 계획하고 있어요. 참석하시겠어요? #person2#: 생일 축하드려요! 정말 가고 싶지만 지금은 확실하지 않아요. 가능하면 참석하겠습니다. 초대해주셔서 감사합니다.,#person1#이(가) #person2#를 #person1#의 생일 파티에 초대합니다. #person2#는 초대에 감사하나 확신할 수 없습니다.,생일 파티 초대
train_7601,"#person1#: 여보세요? #person2#: 안녕, 셸리. 점심 먹었어? #person1#: 아직이야. #person2#: 그럼 같이 점심 먹을래? 이번엔 내가 살게. #person1#: 가고 싶지만, 못 가. #person2#: 왜 그래? #person1#: 지금 많은 서류 작업을 해야 해. 지금 일이 밀려있어 . #person2#: 알겠어. 그럼 다음에 먹을까? #person1#: 그래, 고마워. #person2#: 나중에 전화할게. 안녕. #person1#: 안녕.","#person2#가 셸리에게 점심 식사를 제안하지만, 셸리는 너무 바빠서 오지 못한다.",점심 초대
train_7602,"#person1#: 안녕하세요, 선생님. #person2#: 안녕하세요. 오늘 외화를 입금하러 왔습니다. 이 창구에서 가능한가요? #person1#: 물론입니다, 선생님. 어떤 종류의 화폐를 입금하시겠습니까? 그리고 얼마를 입금하시겠습니까? #person2#: 10,000 일본 엔입니다. #person1#: 알겠습니다, 선생님. 정기예금이신가요, 아니면 당좌예금이신가요? #person2#: 정기예금입니다. #person1#: 그리고  동안 예금하시겠습니까? #person2#: 일년 동안이요, 저는 보통 그렇게  합니다. 이자율이 더 좋으니까요.","#person2#는 #person1#의 창구에 와서 10,000 일본  일년 동안 예금하려고 합니다.",돈 입금
train_7603,"#person1#: 오늘 아침은 무엇을 먹고 싶어? #person2#: 나는 보통 시리얼 한 그릇을 먹어. #person1#: 하루 중 가장 중요한 식사는 아침이야. #person2#: 응, 하지만 나는 보통 많은양의 아침을 먹을 시간이 없어. #person1#: 언제든지 간단한 아침을 만들 수 있어. #person2#: 너는 뭐 만들어 먹어? #person1#: 나는 오트밀, 토스트, 그리고 오렌지 주스를 만들어 먹어. #person2#: 그게 꽤 괜찮아 보여. #person1#: 나는 좋아하고, 빠른 식사야. #person2#: 그건 정말 빠르게 만들 수 있는 식사네. #person1#: 너를 위해 만들어 줄 수 있어. #person2#: 오트밀과 토스트가 좋을 것 같아.",#person2#는 보통 아침을 가볍게 먹습니다. #person1#는 보통 빠르지만 좋은 아침을 만들고 #person2#에게 하나를 만들어 주기를 제안합니다.,아침 식사하기
train_7604,"#person1#: 안녕, 파울로. 어떻게 지내? #person2#: 모든 것이 아주 잘 진행되고 있어. 프로젝트의 첫 번째 단계를 예정보다 3일 앞당겨 완료했어. 우리는 40주차  때까지 두 번째 단계를 완료할 예정이야. #person1#: 그건 좋은 소식이네. 지금 어떤 단계에 있니? #person2#: 우리는 방금 케이블을 설치를 마쳤고, 안전 검사관이 계속 진행할 수 있도록 승인을 내려주기를 기다리고 있어. 나는 그를 만나러 가려고 하고 있어. 같이 갈래?",파울로가 #person1#에게 프로젝트의 상태와 단계에 대해 알려주고 있다.,프로젝트에 대한 대화
train_7605,"#person1#: 정말 당신이 나를 찾아와줘서 기뻐요. #person2#: 나는 정말 많이 그리웠어요. #person1#: 나도 너무나도 당신이 그리웠어요. #person2#: 왜 나를 찾아오지 않았는지 이해가 안 가요. #person1#: 요즘에 정말 바빴어요. #person2#: 당신이 무슨 일을 하고 있었는지 말해줘요. #person1#: 요즘에 정말 많이 일하고 있었어요. #person2#: 나도 꽤 바빴어요. #person1#: 그럼 당신은 무슨 일을 하고 있었나요? #person2#: 나도 그냥 많이 일하고 있었어요. #person1#: 무슨 이유든 간에, 당신이 나를 찾아와줘서 기뻐요. #person2#: 나도 그래요.","#person1#와 #person2# 모두 요즘 바쁘다. 그들은 서로를 그리워하고, 결국 #person2#가 #person1#를 찾아왔다.",친구들 사이의 대화
train_7606,"#person1#: 오늘은 제 아내의 생일이에요. 그녀를 위해 꽃을 사야 해요. #person2#: 대부분의 여성들은 생일에 빨간 장미를 좋아해요. #person1#: 장미는 얼마나 하나요? #person2#: 단지 $20에 10송이를 구입할 수 있어요. #person1#: 그게 제게 맞는 가격같네요. #person2#: 오늘은 운이 좋으시네요. 장미가 세일 중이거든요. #person1#: 좋아요, 장미를 가져가겠어요. #person2#: 아주 좋아요. 장미와 함께 다른 것도 필요하신가요? #person1#: 아니요, 장미만으로 충분해요. #person2#: 여성들은 장미를 좋아하니, 당신의 아내는 매우 행복할 거예요.",#person1#은 아내의 생일을 위해 #person2#에게서 10송이의 빨간 장미를 구입했다.,장미 구입
train_7607,"#person1#: 조지씨, 우리 8세대 컴퓨터가 손님들에게 호평받았다고 들었어. 그들이 우리 회사와 계약을 체결하려고 한다네. 잘했어. 우리는 너를 자랑스럽게 생각해. #person2#: 감사합니다. 저도 그럴 줄은 몰랐어요. #person1#: 하하, 판매 부서의 감독으로서, 너는 최고야. #person2#: 감사합니다. 하지만 관리자가 그것에 만족하는지 확신이 안 서요. 그녀가 저를 사무실로 불렀어요. #person1#: 왜? 너는 회사를 위해 너무 잘했어. 그녀는 너에게 상을 줘야 해. #person2#: 노바를 만날 때마다 긴장이 돼요. #person1#: 무슨! 왜 긴장되는데? #person2#: 판매 수치가 예측을 달성하지 못했다는 것을 알고 계시죠. #person1#: 하지만 판매 수량은 예측된 금액에 가까워. #person2#: 그래도 긴장돼요. 관리자에게 무슨 말을 해야 할지 모르겠어요. 그런 장소에서는 항상 몸이 아픈것같이 느껴져요. #person1#: 편하게 생각해. 자신감을 가져. 너가 할 수 있을 거라 확신해.",#person1#은 george에게 판매  감독으로서 잘했다고 말한다. 조지는 판매 예측이 달성되지  관리자를 만나는 것이 불안하다. #person1#은 조지를 격려한다.,동료들 사이의 대화
train_7608,"#person1#: 실례합니다,  씨. 저, 당신과 논의할 일이 있어요. #person2#: 조금 바쁜데요,  씨. 잠시 기다려 주실 수 있나요? #person1#: 지금 몇 분 동안 이야기할 수 있다면 정말 감사하겠습니다. 이건 당신이 저에게 요청한 초과근무에 대한 것이에요. #person2#: 알겠습니다. 무슨 문제인가요? #person1#: 저, 정말로 초과근무를 할 수 없어요. 최근에 남편이 아파서 저는 그를 돌봐야 해요. #person2#: 그런 일이 있었다니 안타깝네요. 남편분을 잘 돌보세요. 저는 당신을 대체할 다른 사람을 찾겠습니다.", 씨는  씨에게 그녀가 초과근무를 할 수 없는 이유를 말해줍니다.  씨는 그녀를 대체할 사람을 찾겠다고 약속합니다.,초과근무
train_7609,#person1#: 실례합니다. 여기서  사항을 처리하는 담당자는 누구인가요? 몇 가지  사항을 제기하고 싶습니다. #person2#: 저는 여기 매니저입니다. 저에게  사항을 말씀해주시면 됩니다. 어떻게 도와드릴까요? #person1#: 문제는 이런 것입니다. 어제 밤에 이상한 전화소리에 여러 번 깨어났습니다. 심지어 전원을 뽑아도 계속  소리가 나더군요. 또한 제  청소 서비스에도 만족하지 못했습니다. 그래서 더 깨끗하고 조용한 방으로 바꾸고 싶습니다. #person2#: 불편을 끼쳐 드려 죄송합니다. 지금 바로 다른 방을 드리겠습니다. 잠시만 기다려 주세요.,#person1#은 방에 대해 불만을 제기합니다. #person2#은 사과하고 #person1#을 위해 더 깨끗하고 조용한 방으로 바꾸는 것에 동의합니다.,방 바꾸기
train_7610,"#person1#: 음, 난 이보다 더 좋은 낚시터를 고를 수 없었을 거야. 너는 어때? #person2#: 음... #person1#: 내 말은, 여기 물이 너무 맑아. 새들의 소리와 자연의 소리를 들어봐. #person2#: 음... #person1#: 내 말은, 나는 자랑하는 건 아니지만, 낚시에 대한 진짜 감각이 있어. 내 말은, 나는 낚시를 위해 태어났다는 거야, 아빠가 그렇게 말하곤 했었거든. #person2#: 정말? #person1#: 응. #person2#: 마지막으로 언제 물고기를 잡았어? 지난달에 여섯 번이나 일곱 번이나 낚시를 갔는데 아무것도 잡지 못했다고 말하지 않았어? #person1#: 음, 음, 변명하는 건 아니지만, 몇 번은 날씨가 안 좋았고, 그리고 ... 그리고 ... 한 번은 내가 보지 않는 사이에 물고기가 내 낚싯대를 물에 빠뜨렸어 [진짜? 진심?], 그리고 ... 그리고 다른 날에는  모자를 쓰지 않았어. #person2#: 물고기를 잡으려면  모자를 써야 해? #person1#: 음, 오늘은 다르다고. 들어봐. #person2#: 뭐가 다른 거야? 우리가 여기 와서 한 시간 동안 있었는데, 아직도 아무것도 잡지 못했잖아. #person1#: 음, 너는 더 잘할 수 있을 거라고 생각하니, 아니면 그냥 거기 앉아서 계속 그 책을 읽을 거야? #person2#: 좋아, 보여줄게. 보여줄게. 그 낚싯대 좀 줘. 보여줄게. 바로 저기에 미끼를 던져볼게 .... 저기 ... 완벽해. #person1#: 아, 그래. 아마  가지를 잡거나  나무에 걸릴 거야. #person2#: 응, 기다려봐. 기다려봐. #person1#: 큰 신발이나 그런 걸  거야. #person2#: 기다려봐. 기다려봐. 참을성이 필요해. [응.]  ... 오, 오, 오,  물고기가 물었어. 오, 와, 와, 와. 봐봐! 물고기 엄청 크다. #person1#: 와, 기다려, 기다려, 기다려, 기다려. 그게 .... 아니, 아니, 아니. #person2#: 네, 그래, 그래. 도와줘! 어서. 도와줘! 어서. 도와줘. 난 이걸  있어. 도와줘! #person1#: 나 ... 나 차에 가야 해. #person2#: 아니, 아니. 봐! 봐!  봐! 그물을 가지고 와! 그물을 가지고 와! #person1#: 음, 그런데 ... #person2#: 어서. 너가 이걸  데 도와줘야  #person1#: 그건 초보자의 행운이야. #person2#: 아니야. 어서. 와! 잡았어. 봐봐. 이제 뭐라고 할 거야?   뭐라고 할 거야? #person1#: 아무 말도! #person2#: 그럼 누가 누구에게 가르치는  봐. 이  영원히 기억할 거야. #person1#: 잊어버려.",#person1#은 자신이 낚시를 잘한다고 #person2#에게 자랑하지만 #person2#는 그것을 믿지 않는다. #person2#는 큰 물고기를 잡아서 #person1#에게 자신의  실력을 보여준다.,낚시
